contig	length	type
VIRSorter_utg003036l_segment0_LN:i:13273_RC:i:74_XC:f:0_629630	13273	l
VIRSorter_utg003040l_segment0_LN:i:18150_RC:i:787_XC:f:1_000000	18150	l
VIRSorter_utg003042l_segment0_LN:i:15307_RC:i:564_XC:f:1_000000	15307	l
VIRSorter_utg003046l_segment0_LN:i:17329_RC:i:274_XC:f:0_771429	17329	l
VIRSorter_utg003050l_segment0_LN:i:12666_RC:i:223_XC:f:0_961538	12666	l
VIRSorter_utg003053l_segment0_LN:i:14798_RC:i:254_XC:f:0_966667	14798	l
VIRSorter_utg003055l_segment0_LN:i:12500_RC:i:662_XC:f:1_000000	12500	l
VIRSorter_utg003058l_segment0_LN:i:14747_RC:i:313_XC:f:0_900000	14747	l
VIRSorter_utg003060l_segment0_LN:i:17456_RC:i:315_XC:f:1_000000	17456	l
VIRSorter_utg003061l_segment0_LN:i:10828_RC:i:407_XC:f:0_909091	10828	l
VIRSorter_utg003071l_segment0_LN:i:15302_RC:i:283_XC:f:0_935484	15302	l
VIRSorter_utg003077l_segment0_LN:i:12617_RC:i:295_XC:f:1_000000	12617	l
VIRSorter_utg003080l_segment0_LN:i:10208_RC:i:76_XC:f:0_619048	10208	l
VIRSorter_utg003081l_segment0_LN:i:13250_RC:i:121_XC:f:0_777778	13250	l
VIRSorter_utg003093l_segment0_LN:i:12443_RC:i:648_XC:f:0_840000	12443	l
VIRSorter_utg003095l_segment0_LN:i:13644_RC:i:235_XC:f:0_892857	13644	l
VIRSorter_utg003099l_segment0_LN:i:14221_RC:i:207_XC:f:0_965517	14221	l
VIRSorter_utg003100l_segment0_LN:i:10531_RC:i:347_XC:f:1_000000	10531	l
VIRSorter_utg003102l_segment0_LN:i:18651_RC:i:290_XC:f:0_947368	18651	l
VIRSorter_utg003104l_segment0_LN:i:10006_RC:i:65_XC:f:0_619048	10006	l
VIRSorter_utg003109l_segment0_LN:i:12084_RC:i:158_XC:f:0_960000	12084	l
VIRSorter_utg003110l_segment0_LN:i:10926_RC:i:1070_XC:f:1_000000	10926	l
VIRSorter_utg003111l_segment0_LN:i:11699_RC:i:231_XC:f:0_958333	11699	l
VIRSorter_utg003115l_segment0_LN:i:10445_RC:i:207_XC:f:0_952381	10445	l
VIRSorter_utg003116l_segment0_LN:i:12430_RC:i:132_XC:f:0_680000	12430	l
VIRSorter_utg003132l_segment0_LN:i:17116_RC:i:616_XC:f:0_914286	17116	l
VIRSorter_utg003133l_segment0_LN:i:15031_RC:i:325_XC:f:0_935484	15031	l
VIRSorter_utg003138l_segment0_LN:i:15920_RC:i:505_XC:f:1_000000	15920	l
VIRSorter_utg003143l_segment0_LN:i:10562_RC:i:950_XC:f:1_000000	10562	l
VIRSorter_utg003149l_segment0_LN:i:12725_RC:i:1101_XC:f:1_000000	12725	l
VIRSorter_utg003152l_segment0_LN:i:10883_RC:i:523_XC:f:1_000000	10883	l
VIRSorter_utg003159l_segment0_LN:i:11510_RC:i:790_XC:f:0_958333	11510	l
VIRSorter_utg003164l_segment0_LN:i:12180_RC:i:1265_XC:f:1_000000	12180	l
VIRSorter_utg003171l_segment0_LN:i:12751_RC:i:896_XC:f:0_923077	12751	l
VIRSorter_utg003183l_segment0_LN:i:17468_RC:i:2866_XC:f:1_000000	17468	l
VIRSorter_utg003184l_segment0_LN:i:14409_RC:i:84_XC:f:0_551724	14409	l
VIRSorter_utg003187l_segment0_LN:i:18459_RC:i:2686_XC:f:1_000000	18459	l
VIRSorter_utg003191l_segment0_LN:i:10841_RC:i:136_XC:f:0_954545	10841	l
VIRSorter_utg003193l_segment0_LN:i:15852_RC:i:469_XC:f:0_937500	15852	l
VIRSorter_utg003202l_segment0_LN:i:15246_RC:i:424_XC:f:1_000000	15246	l
VIRSorter_utg003208l_segment0_LN:i:16840_RC:i:165_XC:f:0_852941	16840	l
VIRSorter_utg003209l_segment0_LN:i:10848_RC:i:470_XC:f:0_954545	10848	l
VIRSorter_utg003210l_segment0_LN:i:10221_RC:i:645_XC:f:0_952381	10221	l
VIRSorter_utg003212l_segment0_LN:i:10084_RC:i:100_XC:f:0_904762	10084	l
VIRSorter_utg003214l_segment0_LN:i:15369_RC:i:1420_XC:f:1_000000	15369	l
VIRSorter_utg003218l_segment0_LN:i:12966_RC:i:3102_XC:f:1_000000	12966	l
VIRSorter_utg003219l_segment0_LN:i:11862_RC:i:476_XC:f:1_000000	11862	l
VIRSorter_utg003220l_segment0_LN:i:13319_RC:i:226_XC:f:0_925926	13319	l
VIRSorter_utg003226l_segment0_LN:i:18760_RC:i:181_XC:f:0_868421	18760	l
VIRSorter_utg003227l_segment0_LN:i:22619_RC:i:2183_XC:f:0_978261	22619	l
VIRSorter_utg003228l_segment0_LN:i:11356_RC:i:570_XC:f:1_000000	11356	l
VIRSorter_utg003232l_segment0_LN:i:14500_RC:i:941_XC:f:1_000000	14500	l
VIRSorter_utg003234l_segment0_LN:i:13340_RC:i:261_XC:f:1_000000	13340	l
VIRSorter_utg003236l_segment0_LN:i:10441_RC:i:2097_XC:f:1_000000	10441	l
VIRSorter_utg003243l_segment0_LN:i:13495_RC:i:386_XC:f:0_962963	13495	l
VIRSorter_utg003255l_segment0_LN:i:14043_RC:i:1182_XC:f:0_931034	14043	l
VIRSorter_utg003256l_segment0_LN:i:15137_RC:i:913_XC:f:0_935484	15137	l
VIRSorter_utg003257l_segment0_LN:i:15982_RC:i:341_XC:f:1_000000	15982	l
VIRSorter_utg003263l_segment0_LN:i:23011_RC:i:1348_XC:f:0_978723	23011	l
VIRSorter_utg003267l_segment0_LN:i:12823_RC:i:193_XC:f:0_884615	12823	l
VIRSorter_utg003270l_segment0_LN:i:13319_RC:i:66_XC:f:0_555556	13319	l
VIRSorter_utg003275l_segment0_LN:i:17229_RC:i:2307_XC:f:1_000000	17229	l
VIRSorter_utg003278l_segment0_LN:i:13300_RC:i:93_XC:f:0_518519	13300	l
VIRSorter_utg003280l_segment0_LN:i:11450_RC:i:4484_XC:f:1_000000	11450	l
VIRSorter_utg003281l_segment0_LN:i:10979_RC:i:1833_XC:f:1_000000	10979	l
VIRSorter_utg003283l_segment0_LN:i:11114_RC:i:261_XC:f:0_869565	11114	l
VIRSorter_utg003288l_segment0_LN:i:11897_RC:i:2290_XC:f:1_000000	11897	l
VIRSorter_utg003290l_segment0_LN:i:17784_RC:i:2111_XC:f:1_000000	17784	l
VIRSorter_utg003293l_segment0_LN:i:11759_RC:i:822_XC:f:0_916667	11759	l
VIRSorter_utg003294l_segment0_LN:i:11820_RC:i:2178_XC:f:1_000000	11820	l
VIRSorter_utg003300l_segment0_LN:i:10983_RC:i:580_XC:f:0_954545	10983	l
VIRSorter_utg003301l_segment1_LN:i:14545_RC:i:5440_XC:f:1_000000	14545	l
VIRSorter_utg003308l_segment0_LN:i:13089_RC:i:2393_XC:f:1_000000	13089	l
VIRSorter_utg003310l_segment0_LN:i:15669_RC:i:199_XC:f:0_968750	15669	l
VIRSorter_utg003311l_segment0_LN:i:13492_RC:i:704_XC:f:1_000000	13492	l
VIRSorter_utg003312l_segment0_LN:i:12222_RC:i:223_XC:f:1_000000	12222	l
VIRSorter_utg003320l_segment0_LN:i:10331_RC:i:1319_XC:f:1_000000	10331	l
VIRSorter_utg003324l_segment0_LN:i:10588_RC:i:933_XC:f:1_000000	10588	l
VIRSorter_utg003325l_segment0_LN:i:17168_RC:i:2226_XC:f:0_942857	17168	l
VIRSorter_utg003327l_segment0_LN:i:10650_RC:i:2324_XC:f:1_000000	10650	l
VIRSorter_utg003330l_segment0_LN:i:26205_RC:i:2762_XC:f:1_000000	26205	l
VIRSorter_utg003333l_segment0_LN:i:22658_RC:i:1151_XC:f:1_000000	22658	l
VIRSorter_utg003337l_segment0_LN:i:10404_RC:i:91_XC:f:0_809524	10404	l
VIRSorter_utg003339l_segment0_LN:i:10316_RC:i:2030_XC:f:1_000000	10316	l
VIRSorter_utg003344l_segment0_LN:i:11202_RC:i:1414_XC:f:1_000000	11202	l
VIRSorter_utg003347l_segment0_LN:i:15217_RC:i:957_XC:f:0_967742	15217	l
VIRSorter_utg003353l_segment0_LN:i:13583_RC:i:426_XC:f:0_928571	13583	l
VIRSorter_utg003354l_segment0_LN:i:10440_RC:i:2199_XC:f:1_000000	10440	l
VIRSorter_utg003357l_segment1_LN:i:10084_RC:i:1197_XC:f:0_952381	10084	l
VIRSorter_utg003359l_segment0_LN:i:10174_RC:i:432_XC:f:1_000000	10174	l
VIRSorter_utg003360l_segment0_LN:i:26051_RC:i:395_XC:f:0_962264	26051	l
VIRSorter_utg003368l_segment0_LN:i:14645_RC:i:3258_XC:f:1_000000	14645	l
VIRSorter_utg003369l_segment0_LN:i:15272_RC:i:1399_XC:f:1_000000	15272	l
VIRSorter_utg003370l_segment0_LN:i:10589_RC:i:322_XC:f:0_954545	10589	l
VIRSorter_utg003373l_segment0_LN:i:10615_RC:i:142_XC:f:0_909091	10615	l
VIRSorter_utg003377l_segment0_LN:i:11738_RC:i:2806_XC:f:1_000000	11738	l
VIRSorter_utg003379l_segment0_LN:i:19076_RC:i:231_XC:f:0_794872	19076	l
VIRSorter_utg003381l_segment0_LN:i:10777_RC:i:121_XC:f:0_909091	10777	l
VIRSorter_utg003382l_segment0_LN:i:10633_RC:i:740_XC:f:1_000000	10633	l
VIRSorter_utg003383l_segment0_LN:i:12011_RC:i:468_XC:f:1_000000	12011	l
VIRSorter_utg003388l_segment0_LN:i:14354_RC:i:3861_XC:f:1_000000	14354	l
VIRSorter_utg003390l_segment0_LN:i:15013_RC:i:1374_XC:f:0_967742	15013	l
VIRSorter_utg003398l_segment0_LN:i:10336_RC:i:134_XC:f:0_904762	10336	l
VIRSorter_utg003407l_segment0_LN:i:12991_RC:i:237_XC:f:0_923077	12991	l
VIRSorter_utg003409l_segment0_LN:i:15565_RC:i:535_XC:f:0_968750	15565	l
VIRSorter_utg003416l_segment0_LN:i:10494_RC:i:676_XC:f:1_000000	10494	l
VIRSorter_utg003421l_segment0_LN:i:10751_RC:i:2721_XC:f:1_000000	10751	l
VIRSorter_utg003427l_segment0_LN:i:13552_RC:i:631_XC:f:0_964286	13552	l
VIRSorter_utg003428l_segment0_LN:i:12207_RC:i:982_XC:f:1_000000	12207	l
VIRSorter_utg003429l_segment0_LN:i:17180_RC:i:158_XC:f:0_885714	17180	l
VIRSorter_utg003431l_segment0_LN:i:21134_RC:i:1445_XC:f:0_976744	21134	l
VIRSorter_utg003432l_segment0_LN:i:21083_RC:i:1234_XC:f:0_953488	21083	l
VIRSorter_utg003450l_segment0_LN:i:11289_RC:i:2152_XC:f:1_000000	11289	l
VIRSorter_utg003454l_segment0_LN:i:10254_RC:i:428_XC:f:0_952381	10254	l
VIRSorter_utg003456l_segment0_LN:i:16480_RC:i:6978_XC:f:1_000000	16480	l
VIRSorter_utg003464l_segment0_LN:i:23799_RC:i:3220_XC:f:1_000000	23799	l
VIRSorter_utg003465l_segment0_LN:i:11732_RC:i:4461_XC:f:1_000000	11732	l
VIRSorter_utg003467l_segment0_LN:i:12228_RC:i:701_XC:f:1_000000	12228	l
VIRSorter_utg003468l_segment0_LN:i:15094_RC:i:637_XC:f:1_000000	15094	l
VIRSorter_utg003472l_segment0_LN:i:10198_RC:i:700_XC:f:1_000000	10198	l
VIRSorter_utg003473l_segment0_LN:i:20114_RC:i:2728_XC:f:1_000000	20114	l
VIRSorter_utg003476l_segment0_LN:i:12586_RC:i:930_XC:f:1_000000	12586	l
VIRSorter_utg003479l_segment0_LN:i:12821_RC:i:906_XC:f:1_000000	12821	l
VIRSorter_utg003483l_segment0_LN:i:10886_RC:i:188_XC:f:1_000000	10886	l
VIRSorter_utg003485l_segment0_LN:i:16764_RC:i:569_XC:f:0_970588	16764	l
VIRSorter_utg003491l_segment0_LN:i:23933_RC:i:494_XC:f:1_000000	23933	l
VIRSorter_utg003499l_segment0_LN:i:16903_RC:i:2322_XC:f:1_000000	16903	l
VIRSorter_utg003505l_segment0_LN:i:14422_RC:i:183_XC:f:0_862069	14422	l
VIRSorter_utg003512l_segment0_LN:i:10252_RC:i:234_XC:f:0_952381	10252	l
VIRSorter_utg003513l_segment0_LN:i:12502_RC:i:877_XC:f:0_961538	12502	l
VIRSorter_utg003517l_segment0_LN:i:10250_RC:i:1372_XC:f:1_000000	10250	l
VIRSorter_utg003519l_segment0_LN:i:13116_RC:i:226_XC:f:1_000000	13116	l
VIRSorter_utg003521l_segment0_LN:i:12070_RC:i:1060_XC:f:1_000000	12070	l
VIRSorter_utg003529l_segment0_LN:i:12641_RC:i:820_XC:f:1_000000	12641	l
VIRSorter_utg003531l_segment0_LN:i:11065_RC:i:952_XC:f:1_000000	11065	l
VIRSorter_utg003533l_segment0_LN:i:11335_RC:i:1696_XC:f:1_000000	11335	l
VIRSorter_utg003537l_segment0_LN:i:10972_RC:i:1552_XC:f:1_000000	10972	l
VIRSorter_utg003539l_segment0_LN:i:11269_RC:i:984_XC:f:1_000000	11269	l
VIRSorter_utg003541l_segment0_LN:i:10972_RC:i:1332_XC:f:1_000000	10972	l
VIRSorter_utg003548l_segment0_LN:i:11457_RC:i:871_XC:f:1_000000	11457	l
VIRSorter_utg003554l_segment0_LN:i:13745_RC:i:601_XC:f:0_964286	13745	l
VIRSorter_utg003558l_segment0_LN:i:13209_RC:i:555_XC:f:0_888889	13209	l
VIRSorter_utg003565l_segment0_LN:i:11018_RC:i:733_XC:f:1_000000	11018	l
VIRSorter_utg003566l_segment0_LN:i:13555_RC:i:1433_XC:f:1_000000	13555	l
VIRSorter_utg003578l_segment0_LN:i:10421_RC:i:900_XC:f:0_952381	10421	l
VIRSorter_utg003580l_segment0_LN:i:15283_RC:i:2109_XC:f:1_000000	15283	l
VIRSorter_utg003583l_segment0_LN:i:10889_RC:i:1036_XC:f:1_000000	10889	l
VIRSorter_utg003590l_segment0_LN:i:11111_RC:i:729_XC:f:0_956522	11111	l
VIRSorter_utg003596l_segment0_LN:i:11144_RC:i:2087_XC:f:0_956522	11144	l
VIRSorter_utg003597l_segment0_LN:i:10108_RC:i:1331_XC:f:1_000000	10108	l
VIRSorter_utg003598l_segment0_LN:i:13301_RC:i:1629_XC:f:1_000000	13301	l
VIRSorter_utg003606l_segment0_LN:i:10625_RC:i:1182_XC:f:1_000000	10625	l
VIRSorter_utg003607l_segment0_LN:i:10310_RC:i:886_XC:f:0_952381	10310	l
VIRSorter_utg003610l_segment0_LN:i:12072_RC:i:3106_XC:f:1_000000	12072	l
VIRSorter_utg003617l_segment0_LN:i:10587_RC:i:926_XC:f:1_000000	10587	l
VIRSorter_utg003620l_segment0_LN:i:18407_RC:i:309_XC:f:0_972973	18407	l
VIRSorter_utg003623l_segment0_LN:i:11302_RC:i:580_XC:f:1_000000	11302	l
VIRSorter_utg003627l_segment0_LN:i:16450_RC:i:3107_XC:f:1_000000	16450	l
VIRSorter_utg003629l_segment0_LN:i:13343_RC:i:1487_XC:f:1_000000	13343	l
VIRSorter_utg003632l_segment0_LN:i:15808_RC:i:2587_XC:f:1_000000	15808	l
VIRSorter_utg003634l_segment0_LN:i:11718_RC:i:3697_XC:f:1_000000	11718	l
VIRSorter_utg003637l_segment0_LN:i:13307_RC:i:1868_XC:f:1_000000	13307	l
VIRSorter_utg003649l_segment0_LN:i:11366_RC:i:884_XC:f:1_000000	11366	l
VIRSorter_utg003663l_segment0_LN:i:11139_RC:i:91_XC:f:0_869565	11139	l
VIRSorter_utg003670l_segment0_LN:i:12568_RC:i:601_XC:f:0_961538	12568	l
VIRSorter_utg003677l_segment0_LN:i:12338_RC:i:652_XC:f:1_000000	12338	l
VIRSorter_utg003678l_segment0_LN:i:11416_RC:i:156_XC:f:0_782609	11416	l
VIRSorter_utg003683l_segment0_LN:i:11224_RC:i:1772_XC:f:1_000000	11224	l
VIRSorter_utg003689l_segment0_LN:i:10626_RC:i:1740_XC:f:1_000000	10626	l
VIRSorter_utg003700l_segment0_LN:i:12745_RC:i:1353_XC:f:1_000000	12745	l
VIRSorter_utg003704l_segment0_LN:i:14945_RC:i:2154_XC:f:1_000000	14945	l
VIRSorter_utg003709l_segment0_LN:i:11317_RC:i:198_XC:f:0_913043	11317	l
VIRSorter_utg003726l_segment0_LN:i:12536_RC:i:2869_XC:f:0_961538	12536	l
VIRSorter_utg003742l_segment0_LN:i:11782_RC:i:315_XC:f:1_000000	11782	l
VIRSorter_utg003743l_segment0_LN:i:13765_RC:i:407_XC:f:0_928571	13765	l
VIRSorter_utg003756l_segment0_LN:i:10453_RC:i:1635_XC:f:1_000000	10453	l
VIRSorter_utg003772l_segment0_LN:i:12312_RC:i:1977_XC:f:1_000000	12312	l
VIRSorter_utg003776l_segment0_LN:i:10795_RC:i:1000_XC:f:1_000000	10795	l
VIRSorter_utg003788l_segment0_LN:i:13295_RC:i:3146_XC:f:1_000000	13295	l
VIRSorter_utg003790l_segment0_LN:i:10997_RC:i:584_XC:f:1_000000	10997	l
VIRSorter_utg003823l_segment0_LN:i:13360_RC:i:4821_XC:f:1_000000	13360	l
VIRSorter_utg003899l_segment0_LN:i:13173_RC:i:2947_XC:f:1_000000	13173	l
